soc2d,soc2d_label,soc3d,soc3d_label,soc5d,soc5d_label,soc6d,soc6d_label,soc8d,soc8d_label
49-0000,"Installation, Maintenance, and Repair Occupations",49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",49-2090,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",49-2092,"Electric Motor, Power Tool, and Related Repairers",49-2092.00,"Electric Motor, Power Tool, and Related Repairers"
49-0000,"Installation, Maintenance, and Repair Occupations",49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",49-2090,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
49-0000,"Installation, Maintenance, and Repair Occupations",49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",49-2090,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
49-0000,"Installation, Maintenance, and Repair Occupations",49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",49-2090,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
49-0000,"Installation, Maintenance, and Repair Occupations",49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",49-2090,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles"
49-0000,"Installation, Maintenance, and Repair Occupations",49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",49-2090,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",49-2097,Electronic Home Entertainment Equipment Installers and Repairers,49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers
49-0000,"Installation, Maintenance, and Repair Occupations",49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",49-2090,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",49-2098,Security and Fire Alarm Systems Installers,49-2098.00,Security and Fire Alarm Systems Installers
49-0000,"Installation, Maintenance, and Repair Occupations",49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",49-3010,Aircraft Mechanics and Service Technicians,49-3011,Aircraft Mechanics and Service Technicians,49-3011.00,Aircraft Mechanics and Service Technicians
49-0000,"Installation, Maintenance, and Repair Occupations",49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",49-3020,Automotive Technicians and Repairers,49-3021,Automotive Body and Related Repairers,49-3021.00,Automotive Body and Related Repairers
49-0000,"Installation, Maintenance, and Repair Occupations",49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",49-3020,Automotive Technicians and Repairers,49-3022,Automotive Glass Installers and Repairers,49-3022.00,Automotive Glass Installers and Repairers
49-0000,"Installation, Maintenance, and Repair Occupations",49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",49-3020,Automotive Technicians and Repairers,49-3023,Automotive Service Technicians and Mechanics,49-3023.00,Automotive Service Technicians and Mechanics
49-0000,"Installation, Maintenance, and Repair Occupations",49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",49-3020,Automotive Technicians and Repairers,49-3023,Automotive Service Technicians and Mechanics,49-3023.01,Automotive Master Mechanics
49-0000,"Installation, Maintenance, and Repair Occupations",49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",49-3020,Automotive Technicians and Repairers,49-3023,Automotive Service Technicians and Mechanics,49-3023.02,Automotive Specialty Technicians
49-0000,"Installation, Maintenance, and Repair Occupations",49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",49-3030,Bus and Truck Mechanics and Diesel Engine Specialists,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists
49-0000,"Installation, Maintenance, and Repair Occupations",49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",49-3040,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,49-3041,Farm Equipment Mechanics and Service Technicians,49-3041.00,Farm Equipment Mechanics and Service Technicians
49-0000,"Installation, Maintenance, and Repair Occupations",49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",49-3040,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines"
49-0000,"Installation, Maintenance, and Repair Occupations",49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",49-3040,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,49-3043,Rail Car Repairers,49-3043.00,Rail Car Repairers
49-0000,"Installation, Maintenance, and Repair Occupations",49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",49-3050,Small Engine Mechanics,49-3051,Motorboat Mechanics and Service Technicians,49-3051.00,Motorboat Mechanics and Service Technicians
49-0000,"Installation, Maintenance, and Repair Occupations",49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",49-3050,Small Engine Mechanics,49-3052,Motorcycle Mechanics,49-3052.00,Motorcycle Mechanics
49-0000,"Installation, Maintenance, and Repair Occupations",49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",49-3050,Small Engine Mechanics,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics
49-0000,"Installation, Maintenance, and Repair Occupations",49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",49-3090,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",49-3091,Bicycle Repairers,49-3091.00,Bicycle Repairers
49-0000,"Installation, Maintenance, and Repair Occupations",49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",49-3090,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",49-3092,Recreational Vehicle Service Technicians,49-3092.00,Recreational Vehicle Service Technicians
49-0000,"Installation, Maintenance, and Repair Occupations",49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",49-3090,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",49-3093,Tire Repairers and Changers,49-3093.00,Tire Repairers and Changers
49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9010,Control and Valve Installers and Repairers,49-9011,Mechanical Door Repairers,49-9011.00,Mechanical Door Repairers
49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9010,Control and Valve Installers and Repairers,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door"
49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9020,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9020,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",49-9021.01,Heating and Air Conditioning Mechanics and Installers
49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9020,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",49-9021.02,Refrigeration Mechanics and Installers
49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9030,Home Appliance Repairers,49-9031,Home Appliance Repairers,49-9031.00,Home Appliance Repairers
49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9040,"Industrial Machinery Installation, Repair, and Maintenance Workers",49-9041,Industrial Machinery Mechanics,49-9041.00,Industrial Machinery Mechanics
49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9040,"Industrial Machinery Installation, Repair, and Maintenance Workers",49-9043,"Maintenance Workers, Machinery",49-9043.00,"Maintenance Workers, Machinery"
49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9040,"Industrial Machinery Installation, Repair, and Maintenance Workers",49-9044,Millwrights,49-9044.00,Millwrights
49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9040,"Industrial Machinery Installation, Repair, and Maintenance Workers",49-9045,"Refractory Materials Repairers, Except Brickmasons",49-9045.00,"Refractory Materials Repairers, Except Brickmasons"
49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9050,Line Installers and Repairers,49-9051,Electrical Power-Line Installers and Repairers,49-9051.00,Electrical Power-Line Installers and Repairers
49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9050,Line Installers and Repairers,49-9052,Telecommunications Line Installers and Repairers,49-9052.00,Telecommunications Line Installers and Repairers
49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9060,Precision Instrument and Equipment Repairers,49-9061,Camera and Photographic Equipment Repairers,49-9061.00,Camera and Photographic Equipment Repairers
49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9060,Precision Instrument and Equipment Repairers,49-9062,Medical Equipment Repairers,49-9062.00,Medical Equipment Repairers
49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9060,Precision Instrument and Equipment Repairers,49-9063,Musical Instrument Repairers and Tuners,49-9063.00,Musical Instrument Repairers and Tuners
49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9060,Precision Instrument and Equipment Repairers,49-9064,Watch Repairers,49-9064.00,Watch Repairers
49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9060,Precision Instrument and Equipment Repairers,49-9069,"Precision Instrument and Equipment Repairers, All Other",49-9069.00,"Precision Instrument and Equipment Repairers, All Other"
49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9070,"Maintenance and Repair Workers, General",49-9071,"Maintenance and Repair Workers, General",49-9071.00,"Maintenance and Repair Workers, General"
49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9080,Wind Turbine Service Technicians,49-9081,Wind Turbine Service Technicians,49-9081.00,Wind Turbine Service Technicians
49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9090,"Miscellaneous Installation, Maintenance, and Repair Workers",49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers"
49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9090,"Miscellaneous Installation, Maintenance, and Repair Workers",49-9092,Commercial Divers,49-9092.00,Commercial Divers
49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9090,"Miscellaneous Installation, Maintenance, and Repair Workers",49-9093,"Fabric Menders, Except Garment",49-9093.00,"Fabric Menders, Except Garment"
49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9090,"Miscellaneous Installation, Maintenance, and Repair Workers",49-9094,Locksmiths and Safe Repairers,49-9094.00,Locksmiths and Safe Repairers
49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9090,"Miscellaneous Installation, Maintenance, and Repair Workers",49-9095,Manufactured Building and Mobile Home Installers,49-9095.00,Manufactured Building and Mobile Home Installers
49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9090,"Miscellaneous Installation, Maintenance, and Repair Workers",49-9096,Riggers,49-9096.00,Riggers
49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9090,"Miscellaneous Installation, Maintenance, and Repair Workers",49-9097,Signal and Track Switch Repairers,49-9097.00,Signal and Track Switch Repairers
49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9090,"Miscellaneous Installation, Maintenance, and Repair Workers",49-9098,"Helpers--Installation, Maintenance, and Repair Workers",49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers"
49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9090,"Miscellaneous Installation, Maintenance, and Repair Workers",49-9099,"Installation, Maintenance, and Repair Workers, All Other",49-9099.00,"Installation, Maintenance, and Repair Workers, All Other"
49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9090,"Miscellaneous Installation, Maintenance, and Repair Workers",49-9099,"Installation, Maintenance, and Repair Workers, All Other",49-9099.01,Geothermal Technicians
51-0000,Production Occupations,51-1000,Supervisors of Production Workers,51-1010,First-Line Supervisors of Production and Operating Workers,51-1011,First-Line Supervisors of Production and Operating Workers,51-1011.00,First-Line Supervisors of Production and Operating Workers
51-0000,Production Occupations,51-2000,Assemblers and Fabricators,51-2010,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
51-0000,Production Occupations,51-2000,Assemblers and Fabricators,51-2020,"Electrical, Electronics, and Electromechanical Assemblers",51-2021,"Coil Winders, Tapers, and Finishers",51-2021.00,"Coil Winders, Tapers, and Finishers"
51-0000,Production Occupations,51-2000,Assemblers and Fabricators,51-2020,"Electrical, Electronics, and Electromechanical Assemblers",51-2022,Electrical and Electronic Equipment Assemblers,51-2022.00,Electrical and Electronic Equipment Assemblers
51-0000,Production Occupations,51-2000,Assemblers and Fabricators,51-2020,"Electrical, Electronics, and Electromechanical Assemblers",51-2023,Electromechanical Equipment Assemblers,51-2023.00,Electromechanical Equipment Assemblers
51-0000,Production Occupations,51-2000,Assemblers and Fabricators,51-2030,Engine and Other Machine Assemblers,51-2031,Engine and Other Machine Assemblers,51-2031.00,Engine and Other Machine Assemblers
51-0000,Production Occupations,51-2000,Assemblers and Fabricators,51-2040,Structural Metal Fabricators and Fitters,51-2041,Structural Metal Fabricators and Fitters,51-2041.00,Structural Metal Fabricators and Fitters
51-0000,Production Occupations,51-2000,Assemblers and Fabricators,51-2090,Miscellaneous Assemblers and Fabricators,51-2091,Fiberglass Laminators and Fabricators,51-2091.00,Fiberglass Laminators and Fabricators
51-0000,Production Occupations,51-2000,Assemblers and Fabricators,51-2090,Miscellaneous Assemblers and Fabricators,51-2092,Team Assemblers,51-2092.00,Team Assemblers
51-0000,Production Occupations,51-2000,Assemblers and Fabricators,51-2090,Miscellaneous Assemblers and Fabricators,51-2093,Timing Device Assemblers and Adjusters,51-2093.00,Timing Device Assemblers and Adjusters
51-0000,Production Occupations,51-2000,Assemblers and Fabricators,51-2090,Miscellaneous Assemblers and Fabricators,51-2099,"Assemblers and Fabricators, All Other",51-2099.00,"Assemblers and Fabricators, All Other"
51-0000,Production Occupations,51-3000,Food Processing Workers,51-3010,Bakers,51-3011,Bakers,51-3011.00,Bakers
51-0000,Production Occupations,51-3000,Food Processing Workers,51-3020,"Butchers and Other Meat, Poultry, and Fish Processing Workers",51-3021,Butchers and Meat Cutters,51-3021.00,Butchers and Meat Cutters
51-0000,Production Occupations,51-3000,Food Processing Workers,51-3020,"Butchers and Other Meat, Poultry, and Fish Processing Workers",51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers"
51-0000,Production Occupations,51-3000,Food Processing Workers,51-3020,"Butchers and Other Meat, Poultry, and Fish Processing Workers",51-3023,Slaughterers and Meat Packers,51-3023.00,Slaughterers and Meat Packers
51-0000,Production Occupations,51-3000,Food Processing Workers,51-3090,Miscellaneous Food Processing Workers,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
51-0000,Production Occupations,51-3000,Food Processing Workers,51-3090,Miscellaneous Food Processing Workers,51-3092,Food Batchmakers,51-3092.00,Food Batchmakers
51-0000,Production Occupations,51-3000,Food Processing Workers,51-3090,Miscellaneous Food Processing Workers,51-3093,Food Cooking Machine Operators and Tenders,51-3093.00,Food Cooking Machine Operators and Tenders
51-0000,Production Occupations,51-3000,Food Processing Workers,51-3090,Miscellaneous Food Processing Workers,51-3099,"Food Processing Workers, All Other",51-3099.00,"Food Processing Workers, All Other"
51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4010,Computer Control Programmers and Operators,51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",51-4011.00,"Computer-Controlled Machine Tool Operators, Metal and Plastic"
51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4010,Computer Control Programmers and Operators,51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",51-4012.00,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic"
51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4020,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4020,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4020,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4030,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4030,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4030,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4030,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4030,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4040,Machinists,51-4041,Machinists,51-4041.00,Machinists
51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4050,"Metal Furnace Operators, Tenders, Pourers, and Casters",51-4051,Metal-Refining Furnace Operators and Tenders,51-4051.00,Metal-Refining Furnace Operators and Tenders
51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4050,"Metal Furnace Operators, Tenders, Pourers, and Casters",51-4052,"Pourers and Casters, Metal",51-4052.00,"Pourers and Casters, Metal"
51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4060,"Model Makers and Patternmakers, Metal and Plastic",51-4061,"Model Makers, Metal and Plastic",51-4061.00,"Model Makers, Metal and Plastic"
51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4060,"Model Makers and Patternmakers, Metal and Plastic",51-4062,"Patternmakers, Metal and Plastic",51-4062.00,"Patternmakers, Metal and Plastic"
51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4070,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",51-4071,Foundry Mold and Coremakers,51-4071.00,Foundry Mold and Coremakers
51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4070,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4080,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4110,Tool and Die Makers,51-4111,Tool and Die Makers,51-4111.00,Tool and Die Makers
51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4120,"Welding, Soldering, and Brazing Workers",51-4121,"Welders, Cutters, Solderers, and Brazers",51-4121.00,"Welders, Cutters, Solderers, and Brazers"
51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4120,"Welding, Soldering, and Brazing Workers",51-4121,"Welders, Cutters, Solderers, and Brazers",51-4121.06,"Welders, Cutters, and Welder Fitters"
51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4120,"Welding, Soldering, and Brazing Workers",51-4121,"Welders, Cutters, Solderers, and Brazers",51-4121.07,Solderers and Brazers
51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4120,"Welding, Soldering, and Brazing Workers",51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4190,Miscellaneous Metal Workers and Plastic Workers,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4190,Miscellaneous Metal Workers and Plastic Workers,51-4192,"Layout Workers, Metal and Plastic",51-4192.00,"Layout Workers, Metal and Plastic"
51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4190,Miscellaneous Metal Workers and Plastic Workers,51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic"
51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4190,Miscellaneous Metal Workers and Plastic Workers,51-4194,"Tool Grinders, Filers, and Sharpeners",51-4194.00,"Tool Grinders, Filers, and Sharpeners"
51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4190,Miscellaneous Metal Workers and Plastic Workers,51-4199,"Metal Workers and Plastic Workers, All Other",51-4199.00,"Metal Workers and Plastic Workers, All Other"
51-0000,Production Occupations,51-5100,Printing Workers,51-5110,Printing Workers,51-5111,Prepress Technicians and Workers,51-5111.00,Prepress Technicians and Workers
51-0000,Production Occupations,51-5100,Printing Workers,51-5110,Printing Workers,51-5112,Printing Press Operators,51-5112.00,Printing Press Operators
51-0000,Production Occupations,51-5100,Printing Workers,51-5110,Printing Workers,51-5113,Print Binding and Finishing Workers,51-5113.00,Print Binding and Finishing Workers
51-0000,Production Occupations,51-6000,"Textile, Apparel, and Furnishings Workers",51-6010,Laundry and Dry-Cleaning Workers,51-6011,Laundry and Dry-Cleaning Workers,51-6011.00,Laundry and Dry-Cleaning Workers
51-0000,Production Occupations,51-6000,"Textile, Apparel, and Furnishings Workers",51-6020,"Pressers, Textile, Garment, and Related Materials",51-6021,"Pressers, Textile, Garment, and Related Materials",51-6021.00,"Pressers, Textile, Garment, and Related Materials"
51-0000,Production Occupations,51-6000,"Textile, Apparel, and Furnishings Workers",51-6030,Sewing Machine Operators,51-6031,Sewing Machine Operators,51-6031.00,Sewing Machine Operators
51-0000,Production Occupations,51-6000,"Textile, Apparel, and Furnishings Workers",51-6040,Shoe and Leather Workers,51-6041,Shoe and Leather Workers and Repairers,51-6041.00,Shoe and Leather Workers and Repairers
51-0000,Production Occupations,51-6000,"Textile, Apparel, and Furnishings Workers",51-6040,Shoe and Leather Workers,51-6042,Shoe Machine Operators and Tenders,51-6042.00,Shoe Machine Operators and Tenders
51-0000,Production Occupations,51-6000,"Textile, Apparel, and Furnishings Workers",51-6050,"Tailors, Dressmakers, and Sewers",51-6051,"Sewers, Hand",51-6051.00,"Sewers, Hand"
51-0000,Production Occupations,51-6000,"Textile, Apparel, and Furnishings Workers",51-6050,"Tailors, Dressmakers, and Sewers",51-6052,"Tailors, Dressmakers, and Custom Sewers",51-6052.00,"Tailors, Dressmakers, and Custom Sewers"
51-0000,Production Occupations,51-6000,"Textile, Apparel, and Furnishings Workers",51-6060,"Textile Machine Setters, Operators, and Tenders",51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders
51-0000,Production Occupations,51-6000,"Textile, Apparel, and Furnishings Workers",51-6060,"Textile Machine Setters, Operators, and Tenders",51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders"
51-0000,Production Occupations,51-6000,"Textile, Apparel, and Furnishings Workers",51-6060,"Textile Machine Setters, Operators, and Tenders",51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
51-0000,Production Occupations,51-6000,"Textile, Apparel, and Furnishings Workers",51-6060,"Textile Machine Setters, Operators, and Tenders",51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
